index,title,question,Link bài viết,Link bài gốc,label,mutation_level,Decision,output_1,link_1,output_2,link_2,output_3,link_3,label_model
175,Ông Phạm Quang Ngọc làm Bí thư Tỉnh ủy Hưng Yên,"Gần đây trên mạng có thông tin cho rằng vào ngày 15/5, ông Phạm Quốc Hưng, Giám đốc Sở Kế hoạch và Đầu tư tỉnh Thái Bình, đã được Ban Chấp hành Đảng bộ tỉnh bầu giữ chức Bí thư Tỉnh ủy nhiệm kỳ 2023-2028. Thông tin này còn cho biết ông Hưng đã thay thế ông Trần Văn Lộc, người được Quốc hội bầu giữ chức Tổng kiểm toán Nhà nước. Bài viết cũng nhấn mạnh về lý lịch học vấn và các vị trí lãnh đạo trước đó của ông Hưng, bao gồm cả việc ông từng là Giám đốc Sở Kế hoạch và Đầu tư và Bí thư Huyện ủy Đông Hưng. Tuy nhiên, tôi cảm thấy nghi ngờ về tính xác thực của thông tin này, đặc biệt là về việc ông Hưng có thực sự được bầu làm Bí thư Tỉnh ủy hay không, vì có nhiều thông tin trái chiều trên mạng. Tôi muốn hỏi liệu có ai có thể xác minh rằng ông Phạm Quốc Hưng thực sự đã được bầu giữ chức vụ này hay không, và ai là người hiện đang đảm nhiệm chức vụ Bí thư Tỉnh ủy tỉnh Thái Bình?",LLM Generated,https://vnexpress.net/ong-pham-quang-ngoc-lam-bi-thu-tinh-uy-hung-yen-5060607.html#box_comment_vne,GIẢ,2,"Thông tin về việc ông Phạm Quốc Hưng được bầu làm Bí thư Tỉnh ủy Thái Bình là không chính xác. Hiện tại, ông Nguyễn Hồng Diên đang giữ chức vụ này, theo thông tin từ báo chí uy tín.",,,,,,,GIẢ
176,Ba phương án miễn vé xe buýt ở TP HCM,"Gần đây trên mạng có thông tin cho rằng Sở Giao thông Vận tải TP HCM đã đề xuất chính sách miễn vé xe buýt cho toàn bộ hành khách từ tháng 8 năm 2024. Bài viết này nêu rõ rằng trong dự thảo tờ trình Nghị quyết gửi đến các sở, ngành để góp ý, Sở Giao thông Vận tải đã đưa ra 4 phương án miễn vé, trong đó có một phương án cho phép hành khách đi xe buýt miễn phí nhưng phải sử dụng hệ thống thẻ giấy để kiểm soát. Bài báo còn cho biết, nếu được thông qua, đây sẽ là lần đầu tiên toàn bộ hành khách tại TP HCM được đi xe buýt miễn phí, và giá vé hiện tại trên các tuyến trợ giá dao động từ 6.000 đến 8.000 đồng mỗi lượt. Tuy nhiên, thông tin này có vẻ gây hoang mang trong cộng đồng, và tôi muốn xác minh rõ ràng về tính chính xác của thông tin này. Liệu Sở Giao thông Vận tải có thực sự đề xuất miễn vé xe buýt cho toàn bộ hành khách từ tháng 8 năm 2024 hay không?",LLM Generated,https://vnexpress.net/ba-phuong-an-mien-ve-xe-buyt-o-tp-hcm-5060900.html,GIẢ,2,"Thông tin về việc Sở Giao thông Vận tải TP HCM đề xuất miễn vé xe buýt cho toàn bộ hành khách từ tháng 8 năm 2024 là không chính xác. Mặc dù có thông tin về việc xem xét miễn phí vé xe buýt, nhưng không có xác nhận cụ thể về thời gian và chi tiết của đề xuất này.","TP HCM đang xem xét phương án miễn phí hoàn toàn vé xe buýt nhằm giảm chi phí đi lại và khuyến khích người dân sử dụng phương tiện công cộng. Tuy nhiên, không có thông tin cụ thể nào xác nhận rằng chính sách này sẽ bắt đầu từ tháng 8 năm 2024.",https://laodong.vn/xa-hoi/tphcm-mien-phi-xe-buyt-mot-mui-ten-nhieu-dich-den-1681144.ldo,"Sở Xây dựng TP.HCM đã có tờ trình đề xuất miễn phí vé xe buýt, nhưng không xác định thời gian cụ thể cho việc thực hiện chính sách này.",https://tuoitre.vn/nhieu-gui-gam-cho-xe-buyt-mien-phi-20260407082520322.htm,,,GIẢ
177,Hà Nội chưa cấm toàn bộ xe máy xăng đi vào vành đai 1 từ 1-7-2026,"Gần đây trên mạng có thông tin cho rằng Hải Phòng sẽ thực hiện lệnh cấm toàn bộ xe máy xăng đi vào vành đai 2 bắt đầu từ ngày 1-1-2025. Theo một bài báo, ông Nguyễn Văn An - Giám đốc Sở Giao thông Vận tải Hải Phòng - đã thông báo vào ngày 7-4 rằng thành phố sẽ triển khai lệnh cấm này một cách đồng loạt mà không có bất kỳ sự thí điểm nào. Đáng chú ý, bài viết cho biết rằng Hải Phòng hiện chỉ có một tuyến đường sắt đô thị với công suất khoảng 100.000 lượt hành khách/ngày và 10 tuyến xe buýt trợ giá đáp ứng khoảng 150.000 lượt hành khách/ngày, nhưng không có kế hoạch tăng cường các phương tiện công cộng để đáp ứng nhu cầu di chuyển gia tăng. Hơn nữa, bài viết cũng đề cập đến một nghị quyết từ HĐND TP Hải Phòng cấm hoàn toàn các xe tải có khối lượng trên 2 tấn sử dụng nhiên liệu hóa thạch, nhưng lại không đưa ra quy định cụ thể cho xe máy. Liệu thông tin này có đúng sự thật không? Hải Phòng có thực sự quyết định cấm xe máy xăng vào vành đai 2 từ năm 2025 hay không?",LLM Generated,https://tuoitre.vn/ha-noi-chua-cam-toan-bo-xe-may-xang-di-vao-vanh-dai-1-tu-1-7-2026-2026040707583458.htm,GIẢ,2,"Thông tin về việc Hải Phòng sẽ cấm xe máy xăng vào vành đai 2 từ năm 2025 không được xác nhận bởi bất kỳ nguồn tin chính thức nào. Do đó, có thể kết luận rằng đây là thông tin không chính xác.",,,,,,,GIẢ
178,Thủ tục đăng ký kết hôn trong trại giam được thực hiện như thế nào?,"Gần đây trên mạng có thông tin cho rằng tại một trại tạm giam mới, phạm nhân có thể đăng ký kết hôn mà không cần sự đồng ý từ cơ quan chức năng. Cụ thể, bài báo này đề cập đến Trại tạm giam Bắc Hà, nơi mà một bạn nữ cho biết bạn trai của cô đang thi hành án tù và họ có nguyện vọng đăng ký kết hôn. Bài viết khẳng định rằng theo quy định của Luật Hộ tịch, chỉ cần một bên là công dân tự do, còn bên đang thi hành án tù có thể đăng ký kết hôn mà không cần thủ tục phức tạp hay sự có mặt của cả hai bên. Tuy nhiên, thông tin này dường như đã bỏ qua một điều quan trọng, đó là người đang chấp hành hình phạt tù thường bị tước quyền kết hôn. Tôi muốn hỏi, liệu có đúng theo quy định pháp luật hiện hành rằng người đang thi hành án tù vẫn có thể đăng ký kết hôn với người tự do mà không cần sự đồng ý của cơ quan chức năng hay không?",LLM Generated,https://tuoitre.vn/thu-tuc-dang-ky-ket-hon-trong-trai-giam-duoc-thuc-hien-nhu-the-nao-20260410103911444.htm,GIẢ,1,"Thông tin về việc phạm nhân có thể đăng ký kết hôn mà không cần sự đồng ý từ cơ quan chức năng là không chính xác. Theo quy định, người đang thi hành án phạt tù không bị cấm kết hôn nhưng phải có mặt khi đăng ký kết hôn.","Người đang thi hành án phạt tù không bị cấm kết hôn nếu đủ điều kiện theo Luật Hôn nhân và gia đình. Tuy nhiên, thủ tục đăng ký kết hôn yêu cầu cả hai bên phải có mặt, không được ủy quyền.",https://tuoitre.vn/dang-o-tu-co-duoc-ket-hon-khong-20240522093256514.htm,Thủ tục đăng ký kết hôn yêu cầu cả hai bên nam nữ phải có mặt trực tiếp. Việc đăng ký kết hôn lưu động tại trại giam phụ thuộc vào sự chấp thuận của cơ quan quản lý trại giam.,https://tuoitre.vn/thu-tuc-dang-ky-ket-hon-trong-trai-giam-duoc-thuc-hien-nhu-the-nao-20260410103911444.htm,Người yêu bạn đang ở tù có thể làm đơn đề nghị trại giam và UBND cấp xã tạo điều kiện để thực hiện thủ tục đăng ký kết hôn tại trại giam.,https://baophapluat.vn/lam-the-nao-de-ket-hon-voi-nguoi-dang-o-tu-post306213.html,GIẢ
179,Vụ 39-39B Bến Vân Đồn: Cựu Tổng giám đốc Tập đoàn Cao su nhận hối lộ 45 tỷ đồng,"Gần đây trên mạng có thông tin cho rằng vào ngày 8/4, trong phiên sơ thẩm xét xử 50 bị cáo liên quan đến vụ án tại Tập đoàn Công nghiệp Cao su Việt Nam, một trong những bị cáo, Trần Ngọc Thuận, đã khai nhận việc nhận hối lộ tổng cộng 150 tỷ đồng từ bị cáo Dừa. Thông tin này còn cho biết rằng ông Thuận khẳng định không có thất thoát tài sản nhà nước và đã nộp lại 50 tỷ đồng để khắc phục hậu quả. Bài báo còn nhấn mạnh rằng các cựu lãnh đạo Tập đoàn này đã thừa nhận không có sai phạm trong vụ việc. Tuy nhiên, nội dung này dấy lên nhiều nghi ngờ về tính xác thực của thông tin, đặc biệt là việc một cá nhân lại có thể nhận một số tiền hối lộ lớn mà không gây ra thất thoát cho tài sản nhà nước. Tôi muốn hỏi, thông tin trên có đúng sự thật hay không? Có tài liệu nào chứng minh rằng việc ông Trần Ngọc Thuận đã nhận hối lộ mà không gây thất thoát tài sản nhà nước là chính xác hay không?",LLM Generated,https://vietnamnet.vn/vu-39-39b-ben-van-don-cuu-tong-giam-doc-tap-doan-cao-su-nhan-hoi-lo-45-ty-dong-2504575.html,GIẢ,1,Thông tin về việc Trần Ngọc Thuận nhận hối lộ 150 tỷ đồng và không gây thất thoát tài sản nhà nước là không chính xác. Các nguồn tin xác nhận ông chỉ bị cáo buộc nhận 45 tỷ đồng từ Đặng Phước Dừa. Không có bằng chứng nào cho thấy ông đã nộp lại 50 tỷ đồng để khắc phục hậu quả.,"Theo nguồn từ báo Lao Động, Trần Ngọc Thuận, cựu Tổng Giám đốc Tập đoàn Cao su, bị cáo buộc nhận tổng cộng 45 tỷ đồng từ Đặng Phước Dừa.
[Bằng chứng]: Ông Thuận đã hai lần nhận tổng cộng 45 tỉ đồng từ Đặng Phước Dừa để ""cảm ơn"".",https://laodong.vn/phap-luat/cuu-tong-giam-doc-tap-doan-cao-su-bi-cao-buoc-nhan-45-ti-dong-hoi-lo-1653384.ldo,"Báo Chính Phủ cho biết Viện Kiểm sát nhân dân Tối cao đã truy tố 22 bị can trong vụ án tại Tập đoàn Công nghiệp Cao su Việt Nam, trong đó có Trần Ngọc Thuận về tội Nhận hối lộ.
[Bằng chứng]: Trần Ngọc Thuận bị truy tố về tội ""Nhận hối lộ"".",https://baochinhphu.vn/truy-to-22-bi-can-trong-vu-an-xay-ra-tai-tap-doan-cong-nghiep-cao-su-viet-nam-102260202114538913.htm,,,GIẢ
180,"Tổng Bí thư, Chủ tịch nước: Cán bộ hiện nay phải có bản lĩnh thực thi","Gần đây trên mạng có thông tin cho rằng Chủ tịch Chính phủ, Tổng tư lệnh Trần Minh đã đưa ra yêu cầu cấm cán bộ chịu trách nhiệm vì lợi ích cá nhân trong bối cảnh thực hiện Nghị quyết Đại hội Đại biểu toàn quốc lần thứ 15 của Đảng. Bài báo này cho rằng ông đã nhấn mạnh tầm quan trọng của việc cán bộ phải có bản lĩnh quyết đoán và tư duy hành động thực chất, đồng thời yêu cầu tất cả các quyết định phải được thực hiện một cách quyết liệt và hiệu quả, không để xảy ra ""độ trễ"". Tuy nhiên, thông tin này cho thấy có sự hiểu lầm hoặc xuyên tạc về nội dung thực tế của phát biểu của ông. Liệu có thực sự một quy định nào từ Chủ tịch Chính phủ về việc cấm cán bộ chịu trách nhiệm vì lợi ích cá nhân hay không? Xin hãy xác minh rõ ràng tính đúng sai của thông tin này.",LLM Generated,https://vnexpress.net/tong-bi-thu-chu-tich-nuoc-can-bo-hien-nay-phai-co-ban-linh-thuc-thi-5061455.html#box_comment_vne,GIẢ,2,Thông tin về việc Chủ tịch Chính phủ Trần Minh yêu cầu cấm cán bộ chịu trách nhiệm vì lợi ích cá nhân không được xác nhận bởi bất kỳ nguồn tin uy tín nào. Các nguồn hiện có chỉ đề cập đến việc hy sinh lợi ích cá nhân vì lợi ích chung mà không có yêu cầu cụ thể nào từ ông.,"Bài viết từ VOV nhấn mạnh rằng việc tinh gọn bộ máy đòi hỏi hy sinh lợi ích cá nhân vì lợi ích chung, nhưng không có thông tin nào về yêu cầu cụ thể từ Chủ tịch Chính phủ.
[Bằng chứng]: Tổng Bí thư Tô Lâm khẳng định tinh gọn bộ máy đòi hỏi hy sinh lợi ích cá nhân vì lợi ích chung.",https://vov.vn/chinh-tri/cach-mang-tinh-gon-bo-may-phai-hy-sinh-loi-ich-ca-nhan-vi-loi-ich-chung-post1186842.vov,"Tạp chí Cộng sản nhấn mạnh tầm quan trọng của trách nhiệm nêu gương và văn hóa từ chức, nhưng không có thông tin về yêu cầu từ Chủ tịch Chính phủ.
[Bằng chứng]: Quy định số 08-QĐi/TW yêu cầu cán bộ, đảng viên chủ động xin từ chức khi không còn đủ điều kiện, năng lực, uy tín.",https://www.tapchicongsan.org.vn/web/guest/chinh-tri-xay-dung-dang/-/2018/921702/van-dung-quan-diem-can-bo-phai-%E2%80%9Cca-gan-lam-viec%E2%80%9D-cua-chu-tich-ho-chi-minh--de-xay-dung-pham-chat-%E2%80%9Cdam-lam%E2%80%9D-cua-nguoi-can-bo%2C-dang-vien-hien-nay.aspx,,,GIẢ
181,"Giảng viên đại học phải liêm chính trong giảng dạy, nghiên cứu khoa học","Gần đây trên mạng có thông tin cho rằng theo quy định mới từ Thông tư 26 của Bộ Giáo dục và Đào tạo, giảng viên đại học chính không chỉ cần có bằng thạc sĩ mà còn phải chủ trì ít nhất 2 hoạt động khoa học công nghệ và đổi mới sáng tạo cấp cơ sở để đủ điều kiện công nhận chức danh. Thông tin này được lan truyền mạnh mẽ, khiến nhiều người băn khoăn về tính chính xác của nó. Trong khi đó, Thông tư 26 quy định rõ các tiêu chí về chuẩn nghề nghiệp giảng viên đại học, nhưng không nêu rõ yêu cầu về số lượng hoạt động khoa học cần phải chủ trì. Điều này khiến tôi nghi ngờ về tính đúng đắn của thông tin này. Vậy, liệu yêu cầu phải chủ trì ít nhất 2 hoạt động khoa học công nghệ và đổi mới sáng tạo cấp cơ sở đối với giảng viên đại học chính có thực sự tồn tại trong Thông tư 26 hay không? Mong nhận được sự xác minh rõ ràng về vấn đề này.",LLM Generated,https://tuoitre.vn/giang-vien-dai-hoc-phai-liem-chinh-trong-giang-day-nghien-cuu-khoa-hoc-20260412091307076.htm,GIẢ,3,"Thông tin về yêu cầu chủ trì ít nhất 2 hoạt động khoa học công nghệ và đổi mới sáng tạo cấp cơ sở đối với giảng viên đại học chính không được nêu trong Thông tư 26. Các nguồn tin chính thống không xác nhận yêu cầu này, do đó thông tin là không chính xác.","Thông tư số 26/2026/TT-BGDĐT quy định chuẩn nghề nghiệp giảng viên đại học, áp dụng cho toàn bộ đội ngũ giảng viên đại học công lập và ngoài công lập. Thông tư này không nêu rõ yêu cầu về số lượng hoạt động khoa học cần phải chủ trì.",https://www.vietnamplus.vn/bo-gd-dt-quy-dinh-chuan-nghe-nghiep-giang-vien-dai-hoc-cong-lap-va-tu-thuc-post1104395.vnp,"Nghị định này quy định về tổ chức, quản lý, chính sách thúc đẩy hoạt động khoa học, công nghệ và đổi mới sáng tạo trong cơ sở giáo dục đại học, nhưng không đề cập đến yêu cầu cụ thể về số lượng hoạt động khoa học mà giảng viên phải chủ trì.",https://baochinhphu.vn/nhieu-chinh-sach-thuc-day-hoat-dong-khoa-hoc-cong-nghe-doi-moi-sang-tao-trong-co-so-giao-duc-dai-hoc-102260408175855067.htm,,,GIẢ
182,Thành lập 10 phường mới ở Đồng Nai: Long Thành đô thị sân bay,"Gần đây trên mạng có thông tin cho rằng tỉnh Bà Rịa - Vũng Tàu dự kiến sẽ thành lập một phường tại xã Long Thành vào giữa tháng 6 năm 2025. Theo bài viết, xã Long Thành có diện tích 150 km2 với dân số khoảng 120.000 người, được hình thành từ việc tách ra từ 4 xã khác. Bài báo cũng nhấn mạnh rằng Long Thành là một trong những khu vực quan trọng trong quy hoạch đô thị sân bay quốc tế Long Thành, với nhiều lợi thế về vị trí chiến lược và tiềm năng phát triển. Tuy nhiên, thông tin này dường như chưa được xác minh từ các nguồn chính thức. Tôi muốn hỏi rằng liệu có thực sự có kế hoạch thành lập phường tại xã Long Thành vào tháng 6 năm 2025 như bài báo đã nêu không? Có thông tin chính thức nào từ chính quyền tỉnh Bà Rịa - Vũng Tàu xác nhận điều này không?",LLM Generated,https://thanhnien.vn/thanh-lap-10-phuong-moi-o-dong-nai-long-thanh-do-thi-san-bay-185260409223900443.htm,GIẢ,2,"Thông tin về việc thành lập phường tại xã Long Thành vào tháng 6 năm 2025 là không chính xác. Theo các nguồn tin từ Tuổi Trẻ và Báo Pháp Luật Việt Nam, xã Long Thành sẽ được thành lập từ ngày 1/7/2025 thuộc tỉnh Đồng Nai, không phải Bà Rịa - Vũng Tàu.","Bài báo từ Tuổi Trẻ cho biết HĐND tỉnh Đồng Nai đã thông qua nghị quyết thành lập phường Long Thành từ 4 xã, với diện tích hơn 130 km² và dân số gần 96.000 người.
[Bằng chứng]: Ngày 28/3, HĐND tỉnh Đồng Nai đã thông qua nghị quyết tán thành chủ trương thành lập 10 phường trên cơ sở 10 xã.",https://tuoitre.vn/xa-long-thanh-nhon-trach-len-phuong-se-tao-suc-bat-cho-dong-nai-ra-sao-20260328185216114.htm,"Báo Pháp Luật Việt Nam cũng xác nhận rằng xã Long Thành sẽ trở thành đô thị sân bay kiểu mẫu từ ngày 1/7/2025.
[Bằng chứng]: Từ ngày 1/7/2025, xã Long Thành dự kiến được thành lập trên cơ sở sáp nhập Bình Sơn, Lộc An, Long An và thị trấn Long Thành.",https://baophapluat.vn/ky-vong-xa-long-thanh-dong-nai-se-tro-thanh-do-thi-san-bay-kieu-mau-cua-viet-nam.html,,,GIẢ
183,Đề xuất điều chỉnh 2 khu đô thị Hòa Xuân - Cẩm Lệ lên hơn 110ha,"Gần đây trên mạng có thông tin cho rằng vào ngày 12-4, UBND TP Đà Nẵng đã đề xuất HĐND TP cho phép điều chỉnh quy mô của hai khu đô thị ven sông tại khu vực này. Theo bài báo, khu đô thị ven sông phía Đông Nam quốc lộ 1A dự kiến sẽ tăng từ 30ha lên 200ha, trong khi khu đô thị ven sông phía Tây Nam Nhà máy nước Cầu Đỏ cũng sẽ mở rộng từ 53ha lên 150ha. Bài viết còn cho biết rằng UBND TP khẳng định việc điều chỉnh này nhằm mục đích tạo ra nguồn thu ngân sách lớn cho địa phương, và sẽ không có hộ dân nào trong khu vực bị ảnh hưởng bởi sự thay đổi này. Tuy nhiên, tôi băn khoăn về độ chính xác của thông tin này, vì nếu đúng như vậy thì đây sẽ là một bước phát triển rất lớn cho TP Đà Nẵng. Vậy liệu có thực sự có quyết định điều chỉnh quy mô khu đô thị ven sông phía Đông Nam quốc lộ 1A lên 200ha hay không?",LLM Generated,https://tuoitre.vn/de-xuat-dieu-chinh-2-khu-do-thi-hoa-xuan-cam-le-len-hon-110ha-20260412125229194.htm,GIẢ,1,"Thông tin về việc UBND TP Đà Nẵng đề xuất điều chỉnh quy mô khu đô thị ven sông lên 200ha là không chính xác. Theo bài báo từ Tuổi Trẻ, quy mô khu đô thị ven sông phía Đông Nam quốc lộ 1A chỉ được điều chỉnh lên 38,3ha và khu phía Tây Nam Nhà máy nước Cầu Đỏ lên 78,4ha.","Bài báo từ Tuổi Trẻ xác nhận rằng UBND TP Đà Nẵng đã đề xuất điều chỉnh quy mô hai khu đô thị ven sông Hòa Xuân và Cẩm Lệ, với khu Đông Nam quốc lộ 1A tăng từ 30ha lên 38,3ha và khu Tây Nam Nhà máy nước Cầu Đỏ từ 53ha lên 78,4ha.
[Bằng chứng]: Ngày 12-4, UBND TP Đà Nẵng đề xuất điều chỉnh quy mô 2 khu đô thị ven sông.",https://tuoitre.vn/de-xuat-dieu-chinh-2-khu-do-thi-hoa-xuan-cam-le-len-hon-110ha-20260412125229194.htm,,,,,GIẢ
184,"Thủ tướng: Tuần tới sẽ họp bàn cắt giảm điều kiện kinh doanh, giảm chi phí cho người dân","Gần đây trên mạng có thông tin cho rằng lực lượng cảnh sát quản lý hành chính về trật tự xã hội trực thuộc Bộ Quốc phòng sẽ tham gia vào việc cắt giảm điều kiện kinh doanh và giảm chi phí cho người dân. Theo bài báo, Thủ tướng Lê Minh Hưng đã phát biểu rằng trong cuộc họp vào tuần tới, Chính phủ sẽ cùng các bộ ngành thảo luận về việc cải cách thủ tục hành chính và giảm điều kiện kinh doanh nhằm tạo điều kiện thuận lợi hơn cho doanh nghiệp và người dân. Tuy nhiên, thông tin này đã gây ra nhiều băn khoăn, đặc biệt là khi không rõ ràng về cấu trúc của lực lượng cảnh sát quản lý hành chính, mà theo thông tin chính xác thì lực lượng này thuộc Bộ Công an chứ không phải Bộ Quốc phòng. Liệu thông tin mà tôi đọc được có chính xác hay không? Xin hãy xác minh rõ ràng về sự thật này và làm rõ vai trò của lực lượng cảnh sát trong việc thực hiện các chính sách cải cách hành chính.",LLM Generated,https://tuoitre.vn/thu-tuong-tuan-toi-se-hop-ban-cat-giam-dieu-kien-kinh-doanh-giam-chi-phi-cho-nguoi-dan-20260412124855255.htm,GIẢ,3,"Thông tin về việc lực lượng cảnh sát quản lý hành chính thuộc Bộ Quốc phòng tham gia vào việc cắt giảm điều kiện kinh doanh là không chính xác. Theo các nguồn tin từ Báo Chính Phủ và Tuổi Trẻ, lực lượng này thuộc Bộ Công an và đã có những đóng góp trong việc cải cách hành chính.","Thủ tướng Lê Minh Hưng đã phát biểu tại lễ kỷ niệm 80 năm Ngày truyền thống lực lượng Cảnh sát Quản lý hành chính về trật tự xã hội, nhấn mạnh vai trò của lực lượng này trong việc cắt giảm thủ tục hành chính.
[Bằng chứng]: Thủ tướng nhấn mạnh những đóng góp to lớn của lực lượng trong việc xây dựng Cơ sở dữ liệu quốc gia về dân cư, triển khai căn cước gắn chip, định danh và xác thực điện tử.",https://baochinhphu.vn/phat-bieu-cua-thu-tuong-le-minh-hung-tai-le-ky-niem-80-nam-ngay-truyen-thong-luc-luong-canh-sat-quan-ly-hanh-chinh-ve-trat-tu-xa-hoi-102260412102503275.htm,"Thủ tướng cho biết Chính phủ sẽ họp trong tuần tới để bàn về việc cắt giảm thủ tục, điều kiện kinh doanh và giảm chi phí cho người dân, doanh nghiệp.
[Bằng chứng]: Việc cắt giảm thủ tục, điều kiện kinh doanh được thực hiện dựa trên nền tảng từ chuyển đổi số của lực lượng cảnh sát quản lý hành chính về trật tự xã hội.",https://tuoitre.vn/thu-tuong-tuan-toi-se-hop-ban-cat-giam-dieu-kien-kinh-doanh-giam-chi-phi-cho-nguoi-dan-20260412124855255.htm,,,GIẢ
185,"TP.HCM: 2,25 tỉ đồng chăm lo quân và dân đặc khu Côn Đảo","Gần đây trên mạng có thông tin cho rằng trong chuyến công tác tại đặc khu Côn Đảo vào ngày 12.4, đoàn đại biểu TP.HCM chỉ chi 10 triệu đồng để chăm lo cho quân và dân tại đây. Bài viết cho biết ông Nguyễn Phước Lộc, Phó bí thư Thành ủy TP.HCM, đã dẫn đầu đoàn tham gia các hoạt động tri ân và an sinh xã hội, trong đó có việc dâng hương tưởng niệm các anh hùng liệt sĩ tại nghĩa trang Hàng Keo và Hàng Dương. Bên cạnh đó, đoàn cũng đã trao tặng 10 phần quà cho các lực lượng vũ trang, gia đình chính sách, hộ dân, ngư dân và trẻ em có hoàn cảnh khó khăn, tổng trị giá chỉ 10 triệu đồng. Tuy nhiên, thông tin này không đề cập rõ đến các hoạt động khác mà đoàn đã thực hiện trong chuyến đi, như việc trao tặng công trình ""Khu chăn nuôi khép kín 2 tầng"" trị giá 100 triệu đồng cho Hải đội 33. Tôi muốn xác minh tính đúng sai của thông tin này: Liệu thực sự TP.HCM chỉ chi 10 triệu đồng cho việc chăm lo quân và dân đặc khu Côn Đảo hay có nhiều hoạt động và khoản chi khác không được đề cập?",LLM Generated,https://thanhnien.vn/tphcm-225-ti-dong-cham-lo-quan-va-dan-dac-khu-con-dao-185260412144436688.htm,GIẢ,1,"Thông tin về việc TP.HCM chỉ chi 10 triệu đồng cho việc chăm lo quân và dân tại Côn Đảo là không chính xác. Thực tế, tổng kinh phí mà đoàn đã chi lên tới 2,25 tỷ đồng, bao gồm nhiều hoạt động ý nghĩa khác. Nguồn từ báo Thanh Niên và Nhân Dân đã xác nhận rõ ràng điều này.","Theo báo Thanh Niên, tổng kinh phí mà đoàn đại biểu TP.HCM chi cho các hoạt động tại Côn Đảo là 2,25 tỷ đồng, bao gồm nhiều phần quà và công trình hỗ trợ.
[Bằng chứng]: Tổng kinh phí chăm lo quân và dân đặc khu Côn Đảo là 2,25 tỉ đồng.",https://thanhnien.vn/tphcm-225-ti-dong-cham-lo-quan-va-dan-dac-khu-con-dao-185260412144436688.htm,"Báo Nhân Dân cũng xác nhận rằng đoàn đã trao tặng 100 phần quà trị giá 250 triệu đồng và công trình ""Khu chăn nuôi khép kín 2 tầng"" trị giá 2 tỷ đồng cho Hải đội 33.
[Bằng chứng]: Trao tặng 100 phần quà trị giá 250 triệu đồng cho các đối tượng khó khăn.",https://nhandan.vn/doan-dai-bieu-thanh-pho-ho-chi-minh-trien-khai-chuoi-hoat-dong-nghia-tinh-tai-dac-khu-con-dao-post955092.html,,,GIẢ
186,"Đề xuất CSGT được xử phạt đến 7,5 triệu đồng, gấp 15 lần hiện hành","Gần đây trên mạng có thông tin cho rằng Bộ Xây dựng đã đề xuất một quy định gây tranh cãi, theo đó các chiến sĩ công an nhân dân đang thi hành công vụ sẽ có quyền phạt tiền vi phạm giao thông lên đến 15 triệu đồng, cao gấp 30 lần so với quy định hiện hành chỉ là 500.000 đồng. Thông tin này còn cho biết Bộ Xây dựng đang lấy ý kiến đối với dự thảo Nghị định sửa đổi và bổ sung một số điều của Nghị định số 168/2024 liên quan đến việc xử phạt vi phạm hành chính về trật tự an toàn giao thông trong lĩnh vực giao thông đường bộ. Trong dự thảo này, cũng có nội dung cho phép trưởng đồn công an có quyền phạt cảnh cáo và phạt tiền đến 15 triệu đồng, bên cạnh các quyền hạn khác như tịch thu tang vật. Tuy nhiên, thông tin này gây hoang mang trong dư luận và cần được kiểm chứng. Vậy, liệu có thực sự tồn tại dự thảo quy định như vậy từ Bộ Xây dựng hay đây chỉ là thông tin giả mạo?",LLM Generated,https://thanhnien.vn/de-xuat-csgt-duoc-xu-phat-den-75-trieu-dong-gap-15-lan-hien-hanh-18526041210242156.htm,GIẢ,2,"Thông tin về việc Bộ Xây dựng đề xuất quy định cho phép công an phạt tiền vi phạm giao thông lên đến 15 triệu đồng không được xác nhận bởi bất kỳ nguồn tin chính thống nào. Do đó, đây có thể là thông tin giả mạo.",,,,,,,GIẢ
187,"Sạt lở cắt đôi đường, ảnh hưởng 1.000 hộ dân","Gần đây trên mạng có thông tin cho rằng một đoạn đê dài gần 150 m thuộc xã Bình An đã bị sạt xuống sông vào sáng 15/5, gây đứt đường và ảnh hưởng nghiêm trọng đến việc đi lại của khoảng 2.000 hộ dân. Bài viết cho biết điểm sạt lở sâu nhất lên đến hơn 8 m và chiều dài sạt lở khoảng 100 m, khiến mặt đường rộng gần 5 m bị đứt gãy, chia cắt giao thông trong khu vực. Thêm vào đó, sự cố này còn đe dọa đến 1.000 ha sầu riêng của địa phương, khiến chính quyền phải lập rào chắn và cấm người dân qua lại. Tôi thấy thông tin này rất nghiêm trọng và ảnh hưởng đến nhiều người. Xin hỏi, thông tin về việc sạt lở đê ở xã Bình An và ảnh hưởng đến 2.000 hộ dân cùng 1.000 ha sầu riêng có chính xác hay không? Các cơ quan chức năng đã có phản hồi hay biện pháp khắc phục nào chưa?",LLM Generated,https://vnexpress.net/sat-lo-cat-doi-duong-anh-huong-1-000-ho-dan-5061463.html,GIẢ,2,Thông tin về việc sạt lở đê ở xã Bình An và ảnh hưởng đến 2.000 hộ dân cùng 1.000 ha sầu riêng không chính xác. Không có nguồn nào xác nhận sự kiện này xảy ra vào ngày 15/5.,,,,,,,GIẢ
